COIN|DENOMINATION|YEAR|ADDITIONAL_INFO|IS_GOLD|IS_SILVER
Liberty Head|Double Eagle|1880|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1881|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1882|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1883|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1884|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1885|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1886|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1887|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1888|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1889|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1890|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1891|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1892|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1893|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1894|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1895|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1896|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1897|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1898|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1899|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1900|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1901|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1902|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1903|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1904|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1905|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1906|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Liberty Head|Double Eagle|1907|Motto Above Eagle - Value TWENTY DOLLARS|1|0

Saint-Gaudens|Double Eagle|1907|Without Motto IN GOD WE TRUST|1|0

Saint-Gaudens|Double Eagle|1907|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1908|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1909|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1910|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1911|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1912|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1913|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1914|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1915|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1916|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1920|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1921|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1922|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1923|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1924|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1925|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1926|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1927|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1928|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1929|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1930|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1931|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1932|Arabic Numerals, No Motto|1|0

Saint-Gaudens|Double Eagle|1933|Arabic Numerals, No Motto|1|0

World's Columbian Exposition Half Dollar|Classic Commemoratives|1892||0|1

World's Columbian Exposition Half Dollar|Classic Commemoratives|1893||0|1

World's Columbian Exposition - Isabella Quarter Dollar|Classic Commemoratives|1893||0|1

Lafayette Dollar|Classic Commemoratives|1900||0|1

Sommer Islands (Bermuda)|British New World Issues|1616||0|0
